shipment_id,order_id,carrier_id,route_id,origin_warehouse_id,destination_warehouse_id,departure_time,original_eta,current_eta,shipment_status,quantity_units,transport_cost_eur
SHP-0456,ORD-0456,CAR-005,R-007,BRU-01,MAD-01,2026-08-10 01:00:00,2026-08-10 08:06:00,2026-08-10 08:06:00,IN_TRANSIT,200,568.9
SHP-0457,ORD-0457,CAR-001,R-010,MIL-01,MAD-01,2026-08-04 03:00:00,2026-08-04 19:00:00,2026-08-04 19:00:00,IN_TRANSIT,200,1173.48
SHP-0458,ORD-0458,CAR-003,R-010,MIL-01,MAD-01,2026-08-11 15:00:00,2026-08-12 07:00:00,2026-08-12 07:00:00,IN_TRANSIT,200,1061.72
SHP-0459,ORD-0459,CAR-004,R-007,FRA-01,PAR-01,2026-08-13 07:00:00,2026-08-13 14:06:00,2026-08-13 14:06:00,IN_TRANSIT,10,692.58
SHP-0460,ORD-0460,CAR-004,R-008,MAD-01,BRU-01,2026-08-07 16:00:00,2026-08-07 23:24:00,2026-08-07 23:24:00,IN_TRANSIT,75,724.08
SHP-0461,ORD-0461,CAR-004,R-007,FRA-01,PAR-01,2026-08-25 11:00:00,2026-08-25 18:06:00,2026-08-25 18:06:00,IN_TRANSIT,150,692.58
SHP-0462,ORD-0462,CAR-001,R-009,MIL-01,FRA-01,2026-08-13 01:00:00,2026-08-13 08:24:00,2026-08-13 08:24:00,IN_TRANSIT,75,543.06
SHP-0463,ORD-0463,CAR-006,R-007,FRA-01,PAR-01,2026-08-03 10:00:00,2026-08-03 17:06:00,2026-08-03 17:06:00,IN_TRANSIT,25,445.23
SHP-0464,ORD-0464,CAR-003,R-007,FRA-01,PAR-01,2026-08-04 04:00:00,2026-08-04 11:06:00,2026-08-04 11:06:00,IN_TRANSIT,150,469.96
SHP-0465,ORD-0465,CAR-006,R-006,BRU-01,MIL-01,2026-08-16 17:00:00,2026-08-16 21:48:00,2026-08-16 21:48:00,IN_TRANSIT,150,301.5
SHP-0466,ORD-0466,CAR-005,R-005,MIL-01,BRU-01,2026-08-26 10:00:00,2026-08-26 14:48:00,2026-08-26 14:48:00,IN_TRANSIT,50,385.25
SHP-0467,ORD-0467,CAR-004,R-008,MAD-01,BRU-01,2026-08-04 07:00:00,2026-08-04 14:24:00,2026-08-04 14:24:00,IN_TRANSIT,150,724.08
SHP-0468,ORD-0468,CAR-002,R-003,PAR-01,MAD-01,2026-08-02 07:00:00,2026-08-02 21:54:00,2026-08-02 21:54:00,IN_TRANSIT,25,1405.48
SHP-0469,ORD-0469,CAR-006,R-010,MIL-01,MAD-01,2026-08-13 06:00:00,2026-08-13 22:00:00,2026-08-13 22:00:00,IN_TRANSIT,10,1005.84
SHP-0470,ORD-0470,CAR-004,R-006,BRU-01,MAD-01,2026-08-22 19:00:00,2026-08-22 23:48:00,2026-08-22 23:48:00,IN_TRANSIT,10,469.0
SHP-0471,ORD-0471,CAR-005,R-005,BRU-01,FRA-01,2026-08-06 08:00:00,2026-08-06 12:48:00,2026-08-06 12:48:00,IN_TRANSIT,150,385.25
SHP-0472,ORD-0472,CAR-005,R-012,MIL-01,PAR-01,2026-08-20 12:00:00,2026-08-21 02:54:00,2026-08-21 02:54:00,IN_TRANSIT,50,1197.26
SHP-0473,ORD-0473,CAR-001,R-002,PAR-01,FRA-01,2026-08-06 13:00:00,2026-08-06 20:06:00,2026-08-06 20:06:00,IN_TRANSIT,25,519.44
SHP-0474,ORD-0474,CAR-003,R-002,MAD-01,FRA-01,2026-08-05 00:00:00,2026-08-05 07:06:00,2026-08-05 07:06:00,IN_TRANSIT,150,469.96
SHP-0475,ORD-0475,CAR-004,R-008,FRA-01,MAD-01,2026-08-23 09:00:00,2026-08-23 16:24:00,2026-08-23 16:24:00,IN_TRANSIT,50,724.08
SHP-0476,ORD-0476,CAR-004,R-008,FRA-01,MIL-01,2026-08-22 14:00:00,2026-08-22 21:24:00,2026-08-22 21:24:00,IN_TRANSIT,25,724.08
SHP-0477,ORD-0477,CAR-002,R-004,BRU-01,PAR-01,2026-08-09 21:00:00,2026-08-10 00:48:00,2026-08-10 00:48:00,IN_TRANSIT,25,360.86
SHP-0478,ORD-0478,CAR-001,R-003,PAR-01,MAD-01,2026-08-03 05:00:00,2026-08-03 19:54:00,2026-08-03 19:54:00,IN_TRANSIT,200,1093.16
SHP-0479,ORD-0479,CAR-002,R-003,PAR-01,MAD-01,2026-08-10 20:00:00,2026-08-11 10:54:00,2026-08-11 10:54:00,IN_TRANSIT,75,1405.48
SHP-0480,ORD-0480,CAR-001,R-005,BRU-01,FRA-01,2026-08-14 13:00:00,2026-08-14 17:48:00,2026-08-14 17:48:00,IN_TRANSIT,75,351.75
SHP-0481,ORD-0481,CAR-003,R-010,BRU-01,MIL-01,2026-08-25 18:00:00,2026-08-26 10:00:00,2026-08-26 10:00:00,IN_TRANSIT,75,1061.72
SHP-0482,ORD-0482,CAR-006,R-004,BRU-01,PAR-01,2026-08-11 18:00:00,2026-08-11 21:48:00,2026-08-11 21:48:00,IN_TRANSIT,10,240.57
SHP-0483,ORD-0483,CAR-006,R-003,PAR-01,MAD-01,2026-08-03 16:00:00,2026-08-04 06:54:00,2026-08-04 06:54:00,IN_TRANSIT,75,936.99
SHP-0484,ORD-0484,CAR-002,R-011,MAD-01,MIL-01,2026-08-05 09:00:00,2026-08-06 01:00:00,2026-08-06 01:00:00,IN_TRANSIT,25,1508.76
SHP-0485,ORD-0485,CAR-002,R-004,BRU-01,MIL-01,2026-08-29 19:00:00,2026-08-29 22:48:00,2026-08-29 22:48:00,IN_TRANSIT,25,360.86
SHP-0486,ORD-0486,CAR-001,R-002,PAR-01,FRA-01,2026-08-27 05:00:00,2026-08-27 12:06:00,2026-08-27 12:06:00,IN_TRANSIT,10,519.44
SHP-0487,ORD-0487,CAR-002,R-004,BRU-01,PAR-01,2026-08-05 17:00:00,2026-08-05 20:48:00,2026-08-05 20:48:00,IN_TRANSIT,200,360.86
SHP-0488,ORD-0488,CAR-004,R-002,PAR-01,FRA-01,2026-08-28 11:00:00,2026-08-28 18:06:00,2026-08-28 18:06:00,IN_TRANSIT,100,692.58
SHP-0489,ORD-0489,CAR-001,R-002,PAR-01,FRA-01,2026-08-30 03:00:00,2026-08-30 10:06:00,2026-08-30 10:06:00,IN_TRANSIT,50,519.44
SHP-0490,ORD-0490,CAR-004,R-008,FRA-01,MIL-01,2026-08-20 19:00:00,2026-08-21 02:24:00,2026-08-21 02:24:00,IN_TRANSIT,25,724.08
SHP-0491,ORD-0491,CAR-001,R-011,MAD-01,MIL-01,2026-08-05 06:00:00,2026-08-05 22:00:00,2026-08-05 22:00:00,IN_TRANSIT,150,1173.48
SHP-0492,ORD-0492,CAR-006,R-009,MAD-01,FRA-01,2026-08-12 03:00:00,2026-08-12 10:24:00,2026-08-12 10:24:00,IN_TRANSIT,75,465.48
SHP-0493,ORD-0493,CAR-003,R-012,MAD-01,PAR-01,2026-08-25 20:00:00,2026-08-26 10:54:00,2026-08-26 10:54:00,IN_TRANSIT,200,989.04
SHP-0494,ORD-0494,CAR-001,R-005,MIL-01,BRU-01,2026-08-17 18:00:00,2026-08-17 22:48:00,2026-08-17 22:48:00,IN_TRANSIT,10,351.75
SHP-0495,ORD-0495,CAR-006,R-011,MAD-01,BRU-01,2026-08-02 17:00:00,2026-08-03 09:00:00,2026-08-03 09:00:00,IN_TRANSIT,150,1005.84
SHP-0496,ORD-0496,CAR-006,R-009,MIL-01,FRA-01,2026-08-02 14:00:00,2026-08-02 21:24:00,2026-08-02 21:24:00,IN_TRANSIT,150,465.48
SHP-0497,ORD-0497,CAR-003,R-010,MIL-01,MAD-01,2026-08-25 19:00:00,2026-08-26 11:00:00,2026-08-26 11:00:00,IN_TRANSIT,25,1061.72
SHP-0498,ORD-0498,CAR-006,R-005,BRU-01,MAD-01,2026-08-16 22:00:00,2026-08-17 02:48:00,2026-08-17 02:48:00,IN_TRANSIT,75,301.5
SHP-0499,ORD-0499,CAR-006,R-010,BRU-01,MIL-01,2026-08-23 14:00:00,2026-08-24 06:00:00,2026-08-24 06:00:00,IN_TRANSIT,10,1005.84
SHP-0500,ORD-0500,CAR-004,R-006,FRA-01,MAD-01,2026-08-09 10:00:00,2026-08-09 14:48:00,2026-08-09 14:48:00,IN_TRANSIT,25,469.0
SHP-0501,ORD-0501,CAR-005,R-012,MAD-01,PAR-01,2026-08-12 22:00:00,2026-08-13 12:54:00,2026-08-13 12:54:00,IN_TRANSIT,75,1197.26
SHP-0502,ORD-0502,CAR-006,R-012,MIL-01,PAR-01,2026-08-14 00:00:00,2026-08-14 14:54:00,2026-08-14 14:54:00,IN_TRANSIT,25,936.99
SHP-0503,ORD-0503,CAR-003,R-009,MIL-01,FRA-01,2026-08-15 21:00:00,2026-08-16 04:24:00,2026-08-16 04:24:00,IN_TRANSIT,50,491.34
SHP-0504,ORD-0504,CAR-005,R-003,PAR-01,MAD-01,2026-08-20 10:00:00,2026-08-21 00:54:00,2026-08-21 00:54:00,IN_TRANSIT,50,1197.26
SHP-0505,ORD-0505,CAR-004,R-008,FRA-01,MIL-01,2026-08-22 14:00:00,2026-08-22 21:24:00,2026-08-22 21:24:00,IN_TRANSIT,75,724.08
SHP-0506,ORD-0506,CAR-004,R-008,BRU-01,MIL-01,2026-08-20 17:00:00,2026-08-21 00:24:00,2026-08-21 00:24:00,IN_TRANSIT,100,724.08
SHP-0507,ORD-0507,CAR-002,R-002,PAR-01,FRA-01,2026-08-19 10:00:00,2026-08-19 17:06:00,2026-08-19 17:06:00,IN_TRANSIT,200,667.84
SHP-0508,ORD-0508,CAR-003,R-006,FRA-01,BRU-01,2026-08-17 16:00:00,2026-08-17 20:48:00,2026-08-17 20:48:00,IN_TRANSIT,25,318.25
SHP-0509,ORD-0509,CAR-005,R-011,PAR-01,MIL-01,2026-08-30 14:00:00,2026-08-31 06:00:00,2026-08-31 06:00:00,IN_TRANSIT,150,1285.24
SHP-0510,ORD-0510,CAR-006,R-007,FRA-01,PAR-01,2026-08-30 15:00:00,2026-08-30 22:06:00,2026-08-30 22:06:00,IN_TRANSIT,75,445.23
SHP-0511,ORD-0511,CAR-005,R-009,BRU-01,MAD-01,2026-08-23 09:00:00,2026-08-23 16:24:00,2026-08-23 16:24:00,IN_TRANSIT,150,594.78
SHP-0512,ORD-0512,CAR-006,R-007,BRU-01,MAD-01,2026-08-14 14:00:00,2026-08-14 21:06:00,2026-08-14 21:06:00,IN_TRANSIT,75,445.23
SHP-0513,ORD-0513,CAR-004,R-009,MIL-01,FRA-01,2026-08-06 04:00:00,2026-08-06 11:24:00,2026-08-06 11:24:00,IN_TRANSIT,50,724.08
SHP-0514,ORD-0514,CAR-002,R-004,BRU-01,MAD-01,2026-08-22 10:00:00,2026-08-22 13:48:00,2026-08-22 13:48:00,IN_TRANSIT,50,360.86
SHP-0515,ORD-0515,CAR-004,R-009,MIL-01,FRA-01,2026-08-12 19:00:00,2026-08-13 02:24:00,2026-08-13 02:24:00,IN_TRANSIT,50,724.08
SHP-0516,ORD-0516,CAR-003,R-007,MAD-01,FRA-01,2026-08-05 11:00:00,2026-08-05 18:06:00,2026-08-05 18:06:00,IN_TRANSIT,150,469.96
SHP-0517,ORD-0517,CAR-001,R-008,FRA-01,MIL-01,2026-08-22 18:00:00,2026-08-23 01:24:00,2026-08-23 01:24:00,IN_TRANSIT,200,543.06
SHP-0518,ORD-0518,CAR-005,R-005,BRU-01,FRA-01,2026-08-06 16:00:00,2026-08-06 20:48:00,2026-08-06 20:48:00,IN_TRANSIT,100,385.25
SHP-0519,ORD-0519,CAR-003,R-006,FRA-01,BRU-01,2026-08-21 21:00:00,2026-08-22 01:48:00,2026-08-22 01:48:00,IN_TRANSIT,50,318.25
SHP-0520,ORD-0520,CAR-006,R-006,FRA-01,BRU-01,2026-08-08 18:00:00,2026-08-08 22:48:00,2026-08-08 22:48:00,IN_TRANSIT,10,301.5
SHP-0521,ORD-0521,CAR-001,R-012,MAD-01,PAR-01,2026-08-10 17:00:00,2026-08-11 07:54:00,2026-08-11 07:54:00,IN_TRANSIT,100,1093.16
SHP-0522,ORD-0522,CAR-002,R-006,PAR-01,MIL-01,2026-08-22 23:00:00,2026-08-23 03:48:00,2026-08-23 03:48:00,IN_TRANSIT,100,452.25
SHP-0523,ORD-0523,CAR-003,R-004,BRU-01,PAR-01,2026-08-27 14:00:00,2026-08-27 17:48:00,2026-08-27 17:48:00,IN_TRANSIT,50,253.94
SHP-0524,ORD-0524,CAR-003,R-012,MAD-01,PAR-01,2026-08-05 20:00:00,2026-08-06 10:54:00,2026-08-06 10:54:00,IN_TRANSIT,150,989.04
SHP-0525,ORD-0525,CAR-005,R-011,MAD-01,MIL-01,2026-08-23 12:00:00,2026-08-24 04:00:00,2026-08-24 04:00:00,IN_TRANSIT,25,1285.24
SHP-0526,ORD-0526,CAR-006,R-010,MAD-01,FRA-01,2026-08-06 03:00:00,2026-08-06 19:00:00,2026-08-06 19:00:00,IN_TRANSIT,10,1005.84
SHP-0527,ORD-0527,CAR-003,R-001,MAD-01,BRU-01,2026-08-23 23:00:00,2026-08-24 02:48:00,2026-08-24 02:48:00,IN_TRANSIT,10,253.94
SHP-0528,ORD-0528,CAR-005,R-005,BRU-01,FRA-01,2026-08-09 10:00:00,2026-08-09 14:48:00,2026-08-09 14:48:00,IN_TRANSIT,100,385.25
SHP-0529,ORD-0529,CAR-002,R-011,MAD-01,MIL-01,2026-08-23 05:00:00,2026-08-23 21:00:00,2026-08-23 21:00:00,IN_TRANSIT,25,1508.76
SHP-0530,ORD-0530,CAR-005,R-007,MAD-01,FRA-01,2026-08-17 09:00:00,2026-08-17 16:06:00,2026-08-17 16:06:00,IN_TRANSIT,100,568.9
SHP-0531,ORD-0531,CAR-001,R-010,MIL-01,MAD-01,2026-08-18 11:00:00,2026-08-19 03:00:00,2026-08-19 03:00:00,IN_TRANSIT,100,1173.48
SHP-0532,ORD-0532,CAR-002,R-006,MIL-01,BRU-01,2026-08-10 05:00:00,2026-08-10 09:48:00,2026-08-10 09:48:00,IN_TRANSIT,100,452.25
SHP-0533,ORD-0533,CAR-003,R-002,PAR-01,FRA-01,2026-08-22 12:00:00,2026-08-22 19:06:00,2026-08-22 19:06:00,IN_TRANSIT,200,469.96
SHP-0534,ORD-0534,CAR-002,R-006,FRA-01,BRU-01,2026-08-14 05:00:00,2026-08-14 09:48:00,2026-08-14 09:48:00,IN_TRANSIT,100,452.25
SHP-0535,ORD-0535,CAR-003,R-007,FRA-01,PAR-01,2026-08-17 04:00:00,2026-08-17 11:06:00,2026-08-17 11:06:00,IN_TRANSIT,50,469.96
SHP-0536,ORD-0536,CAR-006,R-010,MIL-01,MAD-01,2026-08-29 20:00:00,2026-08-30 12:00:00,2026-08-30 12:00:00,IN_TRANSIT,100,1005.84
SHP-0537,ORD-0537,CAR-001,R-005,BRU-01,FRA-01,2026-08-06 07:00:00,2026-08-06 11:48:00,2026-08-06 11:48:00,IN_TRANSIT,200,351.75
SHP-0538,ORD-0538,CAR-002,R-011,MAD-01,MIL-01,2026-08-10 20:00:00,2026-08-11 12:00:00,2026-08-11 12:00:00,IN_TRANSIT,50,1508.76
SHP-0539,ORD-0539,CAR-005,R-001,MAD-01,FRA-01,2026-08-22 03:00:00,2026-08-22 06:48:00,2026-08-22 06:48:00,IN_TRANSIT,75,307.4
SHP-0540,ORD-0540,CAR-005,R-008,FRA-01,MIL-01,2026-08-25 09:00:00,2026-08-25 16:24:00,2026-08-25 16:24:00,IN_TRANSIT,50,594.78
SHP-0541,ORD-0541,CAR-004,R-012,MAD-01,PAR-01,2026-08-13 02:00:00,2026-08-13 16:54:00,2026-08-13 16:54:00,IN_TRANSIT,200,1457.54
SHP-0542,ORD-0542,CAR-004,R-011,MAD-01,MIL-01,2026-08-10 11:00:00,2026-08-11 03:00:00,2026-08-11 03:00:00,IN_TRANSIT,150,1564.64
SHP-0543,ORD-0543,CAR-001,R-011,MAD-01,MIL-01,2026-08-01 15:00:00,2026-08-02 07:00:00,2026-08-02 07:00:00,IN_TRANSIT,150,1173.48
SHP-0544,ORD-0544,CAR-002,R-011,MAD-01,MIL-01,2026-08-07 23:00:00,2026-08-08 15:00:00,2026-08-08 15:00:00,IN_TRANSIT,150,1508.76
SHP-0545,ORD-0545,CAR-001,R-002,PAR-01,FRA-01,2026-08-19 18:00:00,2026-08-20 01:06:00,2026-08-20 01:06:00,IN_TRANSIT,75,519.44
SHP-0546,ORD-0546,CAR-006,R-006,MIL-01,PAR-01,2026-08-19 04:00:00,2026-08-19 08:48:00,2026-08-19 08:48:00,IN_TRANSIT,100,301.5
SHP-0547,ORD-0547,CAR-001,R-011,MIL-01,BRU-01,2026-08-10 03:00:00,2026-08-10 19:00:00,2026-08-10 19:00:00,IN_TRANSIT,25,1173.48
SHP-0548,ORD-0548,CAR-006,R-008,FRA-01,MIL-01,2026-08-11 21:00:00,2026-08-12 04:24:00,2026-08-12 04:24:00,IN_TRANSIT,50,465.48
SHP-0549,ORD-0549,CAR-003,R-004,BRU-01,PAR-01,2026-08-20 17:00:00,2026-08-20 20:48:00,2026-08-20 20:48:00,IN_TRANSIT,150,253.94
SHP-0550,ORD-0550,CAR-004,R-008,BRU-01,MAD-01,2026-08-18 03:00:00,2026-08-18 10:24:00,2026-08-18 10:24:00,IN_TRANSIT,25,724.08
SHP-0551,ORD-0551,CAR-001,R-004,BRU-01,PAR-01,2026-08-02 04:00:00,2026-08-02 07:48:00,2026-08-02 07:48:00,IN_TRANSIT,50,280.67
SHP-0552,ORD-0552,CAR-001,R-008,FRA-01,MAD-01,2026-08-05 00:00:00,2026-08-05 07:24:00,2026-08-05 07:24:00,IN_TRANSIT,150,543.06
SHP-0553,ORD-0553,CAR-006,R-004,BRU-01,PAR-01,2026-08-21 23:00:00,2026-08-22 02:48:00,2026-08-22 02:48:00,IN_TRANSIT,150,240.57
SHP-0554,ORD-0554,CAR-002,R-007,MIL-01,PAR-01,2026-08-04 11:00:00,2026-08-04 18:06:00,2026-08-04 18:06:00,IN_TRANSIT,50,667.84
SHP-0555,ORD-0555,CAR-002,R-011,FRA-01,MAD-01,2026-08-09 14:00:00,2026-08-10 06:00:00,2026-08-10 06:00:00,IN_TRANSIT,25,1508.76
SHP-0556,ORD-0556,CAR-005,R-012,MAD-01,PAR-01,2026-08-01 19:00:00,2026-08-02 09:54:00,2026-08-02 09:54:00,IN_TRANSIT,50,1197.26
SHP-0557,ORD-0557,CAR-002,R-008,FRA-01,MIL-01,2026-08-27 07:00:00,2026-08-27 14:24:00,2026-08-27 14:24:00,IN_TRANSIT,200,698.22
SHP-0558,ORD-0558,CAR-005,R-009,BRU-01,MAD-01,2026-08-19 23:00:00,2026-08-20 06:24:00,2026-08-20 06:24:00,IN_TRANSIT,10,594.78
SHP-0559,ORD-0559,CAR-002,R-012,MAD-01,PAR-01,2026-08-18 15:00:00,2026-08-19 05:54:00,2026-08-19 05:54:00,IN_TRANSIT,150,1405.48
SHP-0560,ORD-0560,CAR-006,R-005,BRU-01,FRA-01,2026-08-15 06:00:00,2026-08-15 10:48:00,2026-08-15 10:48:00,IN_TRANSIT,200,301.5
SHP-0561,ORD-0561,CAR-006,R-010,BRU-01,MIL-01,2026-08-14 13:00:00,2026-08-15 05:00:00,2026-08-15 05:00:00,IN_TRANSIT,10,1005.84
SHP-0562,ORD-0562,CAR-005,R-010,MIL-01,MAD-01,2026-08-18 06:00:00,2026-08-18 22:00:00,2026-08-18 22:00:00,IN_TRANSIT,25,1285.24
SHP-0563,ORD-0563,CAR-003,R-002,PAR-01,FRA-01,2026-08-16 04:00:00,2026-08-16 11:06:00,2026-08-16 11:06:00,IN_TRANSIT,75,469.96
SHP-0564,ORD-0564,CAR-005,R-011,BRU-01,MIL-01,2026-08-09 20:00:00,2026-08-10 12:00:00,2026-08-10 12:00:00,IN_TRANSIT,100,1285.24
SHP-0565,ORD-0565,CAR-001,R-009,MIL-01,FRA-01,2026-08-01 00:00:00,2026-08-01 07:24:00,2026-08-01 07:24:00,IN_TRANSIT,200,543.06
SHP-0566,ORD-0566,CAR-006,R-003,PAR-01,MAD-01,2026-08-01 22:00:00,2026-08-02 12:54:00,2026-08-02 12:54:00,IN_TRANSIT,75,936.99
SHP-0567,ORD-0567,CAR-002,R-001,PAR-01,BRU-01,2026-08-21 12:00:00,2026-08-21 15:48:00,2026-08-21 15:48:00,IN_TRANSIT,150,360.86
SHP-0568,ORD-0568,CAR-001,R-003,PAR-01,MAD-01,2026-08-10 14:00:00,2026-08-11 04:54:00,2026-08-11 04:54:00,IN_TRANSIT,50,1093.16
SHP-0569,ORD-0569,CAR-006,R-005,BRU-01,FRA-01,2026-08-06 08:00:00,2026-08-06 12:48:00,2026-08-06 12:48:00,IN_TRANSIT,50,301.5
SHP-0570,ORD-0570,CAR-004,R-004,BRU-01,PAR-01,2026-08-12 01:00:00,2026-08-12 04:48:00,2026-08-12 04:48:00,IN_TRANSIT,100,374.22
SHP-0571,ORD-0571,CAR-001,R-011,MIL-01,BRU-01,2026-08-10 17:00:00,2026-08-11 09:00:00,2026-08-11 09:00:00,IN_TRANSIT,150,1173.48
SHP-0572,ORD-0572,CAR-005,R-010,MIL-01,MAD-01,2026-08-28 04:00:00,2026-08-28 20:00:00,2026-08-28 20:00:00,IN_TRANSIT,150,1285.24
SHP-0573,ORD-0573,CAR-004,R-010,MAD-01,BRU-01,2026-08-12 20:00:00,2026-08-13 12:00:00,2026-08-13 12:00:00,IN_TRANSIT,50,1564.64
SHP-0574,ORD-0574,CAR-001,R-001,BRU-01,MIL-01,2026-08-22 10:00:00,2026-08-22 13:48:00,2026-08-22 13:48:00,IN_TRANSIT,150,280.67
SHP-0575,ORD-0575,CAR-005,R-002,PAR-01,FRA-01,2026-08-07 15:00:00,2026-08-07 22:06:00,2026-08-07 22:06:00,IN_TRANSIT,200,568.9
SHP-0576,ORD-0576,CAR-003,R-004,BRU-01,PAR-01,2026-08-18 02:00:00,2026-08-18 05:48:00,2026-08-18 05:48:00,IN_TRANSIT,200,253.94
SHP-0577,ORD-0577,CAR-002,R-012,MAD-01,PAR-01,2026-08-10 18:00:00,2026-08-11 08:54:00,2026-08-11 08:54:00,IN_TRANSIT,25,1405.48
SHP-0578,ORD-0578,CAR-004,R-006,BRU-01,MIL-01,2026-08-09 10:00:00,2026-08-09 14:48:00,2026-08-09 14:48:00,IN_TRANSIT,10,469.0
SHP-0579,ORD-0579,CAR-001,R-007,FRA-01,PAR-01,2026-08-07 19:00:00,2026-08-08 02:06:00,2026-08-08 02:06:00,IN_TRANSIT,10,519.44
SHP-0580,ORD-0580,CAR-006,R-002,PAR-01,FRA-01,2026-08-26 12:00:00,2026-08-26 19:06:00,2026-08-26 19:06:00,IN_TRANSIT,150,445.23
SHP-0581,ORD-0581,CAR-006,R-001,PAR-01,BRU-01,2026-08-11 03:00:00,2026-08-11 06:48:00,2026-08-11 06:48:00,IN_TRANSIT,100,240.57
SHP-0582,ORD-0582,CAR-004,R-010,MIL-01,MAD-01,2026-08-11 06:00:00,2026-08-11 22:00:00,2026-08-11 22:00:00,IN_TRANSIT,25,1564.64
SHP-0583,ORD-0583,CAR-002,R-001,PAR-01,BRU-01,2026-08-02 22:00:00,2026-08-03 01:48:00,2026-08-03 01:48:00,IN_TRANSIT,200,360.86
SHP-0584,ORD-0584,CAR-006,R-008,BRU-01,MAD-01,2026-08-17 14:00:00,2026-08-17 21:24:00,2026-08-17 21:24:00,IN_TRANSIT,75,465.48
SHP-0585,ORD-0585,CAR-006,R-012,FRA-01,MAD-01,2026-08-02 07:00:00,2026-08-02 21:54:00,2026-08-02 21:54:00,IN_TRANSIT,10,936.99
SHP-0586,ORD-0586,CAR-006,R-006,FRA-01,BRU-01,2026-08-17 08:00:00,2026-08-17 12:48:00,2026-08-17 12:48:00,IN_TRANSIT,150,301.5
SHP-0587,ORD-0587,CAR-002,R-006,FRA-01,BRU-01,2026-08-10 19:00:00,2026-08-10 23:48:00,2026-08-10 23:48:00,IN_TRANSIT,150,452.25
SHP-0588,ORD-0588,CAR-001,R-010,BRU-01,MIL-01,2026-08-17 03:00:00,2026-08-17 19:00:00,2026-08-17 19:00:00,IN_TRANSIT,150,1173.48
SHP-0589,ORD-0589,CAR-004,R-012,MIL-01,BRU-01,2026-08-10 06:00:00,2026-08-10 20:54:00,2026-08-10 20:54:00,IN_TRANSIT,50,1457.54
SHP-0590,ORD-0590,CAR-002,R-007,FRA-01,PAR-01,2026-08-19 18:00:00,2026-08-20 01:06:00,2026-08-20 01:06:00,IN_TRANSIT,25,667.84
SHP-0591,ORD-0591,CAR-002,R-010,MIL-01,MAD-01,2026-08-29 20:00:00,2026-08-30 12:00:00,2026-08-30 12:00:00,IN_TRANSIT,10,1508.76
SHP-0592,ORD-0592,CAR-003,R-010,MIL-01,PAR-01,2026-08-11 02:00:00,2026-08-11 18:00:00,2026-08-11 18:00:00,IN_TRANSIT,25,1061.72
SHP-0593,ORD-0593,CAR-006,R-001,PAR-01,BRU-01,2026-08-02 07:00:00,2026-08-02 10:48:00,2026-08-02 10:48:00,IN_TRANSIT,150,240.57
SHP-0594,ORD-0594,CAR-004,R-002,PAR-01,FRA-01,2026-08-21 23:00:00,2026-08-22 06:06:00,2026-08-22 06:06:00,IN_TRANSIT,200,692.58
SHP-0595,ORD-0595,CAR-004,R-012,MAD-01,PAR-01,2026-08-30 15:00:00,2026-08-31 05:54:00,2026-08-31 05:54:00,IN_TRANSIT,100,1457.54
SHP-0596,ORD-0596,CAR-002,R-002,PAR-01,FRA-01,2026-08-28 12:00:00,2026-08-28 19:06:00,2026-08-28 19:06:00,IN_TRANSIT,50,667.84
SHP-0597,ORD-0597,CAR-001,R-003,PAR-01,MAD-01,2026-08-29 14:00:00,2026-08-30 04:54:00,2026-08-30 04:54:00,IN_TRANSIT,200,1093.16
SHP-0598,ORD-0598,CAR-004,R-011,MAD-01,MIL-01,2026-08-14 15:00:00,2026-08-15 07:00:00,2026-08-15 07:00:00,IN_TRANSIT,25,1564.64
SHP-0599,ORD-0599,CAR-005,R-002,MIL-01,PAR-01,2026-08-15 04:00:00,2026-08-15 11:06:00,2026-08-15 11:06:00,IN_TRANSIT,100,568.9
SHP-0600,ORD-0600,CAR-001,R-011,MAD-01,BRU-01,2026-08-08 13:00:00,2026-08-09 05:00:00,2026-08-09 05:00:00,IN_TRANSIT,150,1173.48
SHP-0601,ORD-0601,CAR-005,R-009,PAR-01,MIL-01,2026-08-23 09:00:00,2026-08-23 16:24:00,2026-08-23 16:24:00,IN_TRANSIT,75,594.78
SHP-0602,ORD-0602,CAR-002,R-001,BRU-01,MAD-01,2026-08-12 03:00:00,2026-08-12 06:48:00,2026-08-12 06:48:00,IN_TRANSIT,100,360.86
SHP-0603,ORD-0603,CAR-003,R-007,FRA-01,PAR-01,2026-08-16 21:00:00,2026-08-17 04:06:00,2026-08-17 04:06:00,IN_TRANSIT,10,469.96
SHP-0604,ORD-0604,CAR-003,R-008,MAD-01,FRA-01,2026-08-12 03:00:00,2026-08-12 10:24:00,2026-08-12 10:24:00,IN_TRANSIT,75,491.34
SHP-0605,ORD-0605,CAR-003,R-006,MIL-01,BRU-01,2026-08-09 15:00:00,2026-08-09 19:48:00,2026-08-09 19:48:00,IN_TRANSIT,50,318.25
SHP-0606,ORD-0606,CAR-005,R-012,BRU-01,MAD-01,2026-08-04 02:00:00,2026-08-04 16:54:00,2026-08-04 16:54:00,IN_TRANSIT,150,1197.26
SHP-0607,ORD-0607,CAR-001,R-005,BRU-01,MIL-01,2026-08-05 17:00:00,2026-08-05 21:48:00,2026-08-05 21:48:00,IN_TRANSIT,50,351.75
